index,account_name,date,amount,currency,message,tx_type,vs,ss
75,,2019-11-30,-5.0,EUR,Zverejňovanie účtu,Poplatok,,
76,,2019-11-30,-5.9,EUR,Poplatok za vedenie účtu,Poplatok,,
77,,2019-10-31,-5.0,EUR,Zverejňovanie účtu,Poplatok,,
78,,2019-10-31,-5.9,EUR,Poplatok za vedenie účtu,Poplatok,,
79,,2019-09-30,-5.0,EUR,Zverejňovanie účtu,Poplatok,,
80,,2019-09-30,-5.9,EUR,Poplatok za vedenie účtu,Poplatok,,
81,,2019-08-31,-5.0,EUR,Zverejňovanie účtu,Poplatok,,
82,,2019-08-31,-5.9,EUR,Poplatok za vedenie účtu,Poplatok,,
83,,2019-07-31,-5.0,EUR,Zverejňovanie účtu,Poplatok,,
84,,2019-07-31,-5.9,EUR,Poplatok za vedenie účtu,Poplatok,,
85,,2019-06-30,-5.0,EUR,Zverejňovanie účtu,Poplatok,,
86,,2019-06-30,-5.9,EUR,Poplatok za vedenie účtu,Poplatok,,
87,,2019-05-31,-5.0,EUR,Zverejňovanie účtu,Poplatok,,
88,,2019-05-31,-5.9,EUR,Poplatok za vedenie účtu,Poplatok,,
89,,2019-04-30,-5.0,EUR,Zverejňovanie účtu,Poplatok,,
90,,2019-04-30,-5.9,EUR,Poplatok za vedenie účtu,Poplatok,,
91,,2019-03-31,-5.0,EUR,Zverejňovanie účtu,Poplatok,,
92,,2019-03-31,-5.9,EUR,Poplatok za vedenie účtu,Poplatok,,
93,,2019-03-29,-3.0,EUR,Poplatok za výber hotovosti,Poplatok,,
94,,2019-03-29,-1764.55,EUR,,Výber hotovosti,,
95,,2019-03-11,-60.0,EUR,,Platobný príkaz na úhradu / FIT 2.0 (OM),7021801950,
96,,2019-03-11,-2.0,EUR,Popl.Pl.Prík.na úh./Prev.EUR EHP/FIT(OM),Poplatok,7021801950,
97,,2019-03-11,-360.0,EUR,,Platobný príkaz na úhradu / FIT 2.0 (OM),7021801907,
98,,2019-03-11,-2.0,EUR,Popl.Pl.Prík.na úh./Prev.EUR EHP/FIT(OM),Poplatok,7021801907,
99,,2019-03-11,-1000.0,EUR,,Platobný príkaz na úhradu / FIT 2.0 (OM),2018013,
100,,2019-03-11,-2.0,EUR,Popl.Pl.Prík.na úh./Prev.EUR EHP/FIT(OM),Poplatok,2018013,
101,,2019-03-11,-3826.2,EUR,,Platobný príkaz na úhradu / FIT 2.0 (OM),1804221,
102,,2019-03-11,-2.0,EUR,Popl.Pl.Prík.na úh./Prev.EUR EHP/FIT(OM),Poplatok,1804221,
103,,2019-03-11,-172.8,EUR,,Platobný príkaz na úhradu / FIT 2.0 (OM),6254180307,
104,,2019-03-11,-2.0,EUR,Popl.Pl.Prík.na úh./Prev.EUR EHP/FIT(OM),Poplatok,6254180307,
105,,2019-02-28,-5.9,EUR,Poplatok za vedenie účtu,Poplatok,,
106,,2019-02-28,-5.0,EUR,Zverejňovanie účtu,Poplatok,,
107,,2019-01-31,-5.9,EUR,Poplatok za vedenie účtu,Poplatok,,
108,,2019-01-31,-5.0,EUR,Zverejňovanie účtu,Poplatok,,
109,,2018-12-31,-5.9,EUR,Poplatok za vedenie účtu,Poplatok,,
110,,2018-12-31,-5.0,EUR,Zverejňovanie účtu,Poplatok,,
111,,2018-11-30,-5.11,EUR,Poplatok za vedenie účtu,Poplatok,,
112,,2018-11-30,-5.0,EUR,Zverejňovanie účtu,Poplatok,,
113,"Klein Otokar, Mgr",2018-11-06,10000.0,EUR,12306512,Bezhotovostný vklad,7409236164,
