index,account_name,date,amount,currency,message,tx_type,vs,ss
19,Petit Press,2022-10-05,-360.0,EUR,,Platobný príkaz na úhradu / FIT 2.0 (EB),2235111088,
20,,2022-10-03,-120.0,EUR,"B1380049146-44544 12** **** 9473;FACEBK WZJLMF3592 ,fb.me/ads ,IE ;01.10.2022 07:40:15 ;CashBack:0 EUR",Platba kartou,,
21,,2022-09-30,-5.0,EUR,Zverejňovanie účtu,Poplatok,,
22,,2022-09-30,-84.0,EUR,"B1378067617-44544 12** **** 9473;FACEBK QYZLAGF592 ,fb.me/ads ,IE ;28.09.2022 23:48:40 ;CashBack:0 EUR",Platba kartou,,
23,Petit Press,2022-09-29,-240.0,EUR,,Platobný príkaz na úhradu / FIT 2.0 (EB),2235110728,
24,STARSKI,2022-09-29,-5700.0,EUR,,Platobný príkaz na úhradu / FIT 2.0 (EB),22020133,
25,"Danko Ján,Danková Helena",2022-09-29,7000.0,EUR,F001290920229392948,Bezhotovostný vklad,,
26,,2022-09-29,-48.0,EUR,"B1377286059-44544 12** **** 9473;FACEBK FTWPKFB592 ,fb.me/ads ,IE ;27.09.2022 16:50:55 ;CashBack:0 EUR",Platba kartou,,
27,,2022-09-28,-48.0,EUR,"B1376690876-44544 12** **** 9473;FACEBK BF6MJFB592 ,fb.me/ads ,IE ;26.09.2022 07:13:02 ;CashBack:0 EUR",Platba kartou,,
28,METRO oz,2022-09-25,-1732.0,EUR,METRO,Platobný príkaz na úhradu / FIT 2.0 (EB),2022124,
29,AEROKLUB MT,2022-09-25,-240.0,EUR,,Platobný príkaz na úhradu / FIT 2.0 (EB),20220027,
30,Petit Press,2022-09-25,-360.0,EUR,,Platobný príkaz na úhradu / FIT 2.0 (EB),2235110474,
31,,2022-09-23,-36.0,EUR,"B1374264047-44544 12** **** 9473;FACEBK BB9MZFK592 ,fb.me/ads ,IE ;22.09.2022 19:18:23 ;CashBack:0 EUR",Platba kartou,,
32,,2022-09-23,-24.0,EUR,"B1373531202-44544 12** **** 9473;FACEBK UMDA8GX492 ,fb.me/ads ,IE ;21.09.2022 10:00:53 ;CashBack:0 EUR",Platba kartou,,
33,,2022-09-22,-14.4,EUR,"B1372775563-44544 12** **** 9473;FACEBK 34U7LF7592 ,fb.me/ads ,IE ;20.09.2022 07:55:46 ;CashBack:0 EUR",Platba kartou,,
34,,2022-09-21,-14.4,EUR,"B1372107279-44544 12** **** 9473;FACEBK 8E3VLFP492 ,fb.me/ads ,IE ;19.09.2022 17:51:09 ;CashBack:0 EUR",Platba kartou,,
35,,2022-09-20,-10.8,EUR,"B1371655667-44544 12** **** 9473;FACEBK QJABBF3592 ,fb.me/ads ,IE ;18.09.2022 14:33:33 ;CashBack:0 EUR",Platba kartou,,
36,,2022-09-19,-10.8,EUR,"B1370968351-44544 12** **** 9473;FACEBK G66MJFF492 ,fb.me/ads ,IE ;17.09.2022 14:02:30 ;CashBack:0 EUR",Platba kartou,,
37,,2022-09-18,-10.8,EUR,"B1370087744-44544 12** **** 9473;FACEBK 55C6HF7592 ,fb.me/ads ,IE ;16.09.2022 09:47:20 ;CashBack:0 EUR",Platba kartou,,
38,Tlaciaren PM,2022-09-16,-6480.0,EUR,,Platobný príkaz na úhradu / FIT 2.0 (EB),220220420,
39,"Danko Ján,Danková Helena",2022-09-13,3000.0,EUR,,Bezhotovostný vklad,,
40,Petit Press,2022-09-12,-360.0,EUR,,Platobný príkaz na úhradu / FIT 2.0 (EB),2235110124,
41,STARSKI,2022-09-09,-5700.0,EUR,,Platobný príkaz na úhradu / FIT 2.0 (EB),22020118,
42,"Danko Ján,Danková Helena",2022-09-09,10000.0,EUR,F001090920223272753,Bezhotovostný vklad,,
43,STRATEGY CONSULTING,2022-09-01,-5880.0,EUR,,Platobný príkaz na úhradu / FIT 2.0 (EB),202221,
44,"Danko Ján,Danková Helena",2022-09-01,7000.0,EUR,F001010920227933805,Bezhotovostný vklad,,
45,,2022-08-31,-5.0,EUR,Zverejňovanie účtu,Poplatok,,
46,STARSKI,2022-08-13,-4560.0,EUR,,Platobný príkaz na úhradu / FIT 2.0 (EB),22020105,
47,EXO TECHNOLOGIES,2022-08-13,-39.12,EUR,,Okamžitá platba (EB),2208924551,
48,Danko Ján,2022-08-13,5000.0,EUR,,Bezhotovostný vklad,,
49,"Danko Ján,Danková Helena",2022-08-08,1000.0,EUR,F001080820220306556,Bezhotovostný vklad,,
